subject,item,condition,group,frequency_z,length,trial,RT,accuracy,neighbourhood,neighbourhood_z
S03,W105,unrelated,control,0.9039757269248688,7,96,628,1,16,1.3173838543012892
S03,W106,related,control,0.9500663306709668,5,107,661,1,14,0.6559358939826502
S03,W107,unrelated,control,-0.1048038833831658,7,16,698,1,14,0.6559358939826502
S03,W108,related,control,1.0859079831560388,6,117,513,1,17,1.6481078344606088
S03,W109,unrelated,control,1.4716210444039308,4,28,750,1,16,1.3173838543012892
S03,W110,related,control,-0.6985479929330615,5,22,818,1,12,-0.005512066335988933
S03,W111,unrelated,control,0.0810520811925241,6,24,1093,0,12,-0.005512066335988933
S03,W112,related,control,-0.9707136954003068,6,51,649,1,12,-0.005512066335988933
S03,W113,unrelated,control,0.3016402314525866,7,17,451,1,12,-0.005512066335988933
S03,W114,related,control,0.2964810364202688,6,41,655,1,13,0.3252119138233306
S03,W115,unrelated,control,0.9454197977241208,5,26,545,1,14,0.6559358939826502
S03,W116,related,control,0.5722667365127202,5,35,554,1,13,0.3252119138233306
S03,W117,unrelated,control,-0.3562583501967622,6,73,875,1,12,-0.005512066335988933
S03,W118,related,control,0.9249426975480984,4,74,462,1,14,0.6559358939826502
S03,W119,unrelated,control,-0.2589413440745218,7,81,743,1,12,-0.005512066335988933
S03,W120,related,control,-1.6613676983867645,7,105,511,1,7,-1.6591319671325866
S04,W001,related,control,-0.9139392237197596,6,118,546,1,8,-1.328407986973267
S04,W002,unrelated,control,0.1358238092024783,6,36,525,1,15,0.9866598741419697
S04,W003,related,control,0.0968317689390009,5,46,567,1,13,0.3252119138233306
S04,W004,unrelated,control,-1.3047661789528002,8,115,696,0,8,-1.328407986973267
S04,W005,related,control,0.4824205120703297,7,85,679,1,15,0.9866598741419697
S04,W006,unrelated,control,1.5453446713553585,5,99,674,1,18,1.9788318146199282
S04,W007,related,control,-0.6150774716989514,7,83,853,1,8,-1.328407986973267
S04,W008,unrelated,control,0.7371741115453434,5,16,755,1,14,0.6559358939826502
S04,W009,related,control,0.4367971257492582,5,88,444,1,16,1.3173838543012892
S04,W010,unrelated,control,0.5628372917200654,4,14,661,1,15,0.9866598741419697
S04,W011,related,control,0.0928637611052042,5,17,745,1,16,1.3173838543012892
S04,W012,unrelated,control,-1.017174296547943,7,96,975,1,5,-2.3205799274512255
S04,W013,related,control,-0.1757199187168372,5,68,526,1,13,0.3252119138233306
S04,W014,unrelated,control,-0.4670875917863192,7,22,732,1,10,-0.666960026654628
S04,W015,related,control,0.6376366034140181,4,70,668,1,13,0.3252119138233306
S04,W016,unrelated,control,0.4758777000006875,6,74,650,1,15,0.9866598741419697
S04,W017,related,control,-1.1004086247447586,7,116,750,1,10,-0.666960026654628
S04,W018,unrelated,control,-0.0732480440826994,5,75,561,1,11,-0.33623604649530847
S04,W019,related,control,0.8377763169382735,5,18,1000,1,17,1.6481078344606088
S04,W020,unrelated,control,-0.10953246691453,6,26,479,1,13,0.3252119138233306
S04,W021,related,control,0.1653741913649934,6,114,772,1,11,-0.33623604649530847
S04,W022,unrelated,control,-1.5613246312784643,7,50,944,1,7,-1.6591319671325866
S04,W023,related,control,1.5516882128257177,4,45,593,1,18,1.9788318146199282
S04,W024,unrelated,control,0.6676736601563552,6,34,820,1,15,0.9866598741419697
S04,W025,related,control,-1.1003524346233824,6,57,806,1,9,-0.9976840068139475
S04,W026,unrelated,control,1.2547311434192785,5,109,851,1,15,0.9866598741419697
S04,W027,related,control,0.2511535240099482,6,108,877,1,11,-0.33623604649530847
S04,W028,unrelated,control,-0.4744448584528069,6,19,840,1,10,-0.666960026654628
S04,W029,related,control,-0.034955592045138,6,5,778,1,11,-0.33623604649530847
S04,W030,unrelated,control,-1.2168271291729122,6,73,708,1,9,-0.9976840068139475
S04,W031,related,control,0.714619446660419,5,106,882,1,14,0.6559358939826502
S04,W032,unrelated,control,-1.3165830605078477,6,43,797,1,10,-0.666960026654628
S04,W033,related,control,-0.21523491523936,7,55,549,1,12,-0.005512066335988933
S04,W034,unrelated,control,-0.8773992307693209,5,12,617,1,10,-0.666960026654628
S04,W035,related,control,-0.5296422482991268,8,71,947,1,11,-0.33623604649530847
S04,W036,unrelated,control,-0.1884520533183292,7,84,690,1,13,0.3252119138233306
S04,W037,related,control,-1.1890454200315383,10,44,853,0,9,-0.9976840068139475
S04,W038,unrelated,control,0.956289262928874,5,37,634,1,16,1.3173838543012892
S04,W039,related,control,-1.409803501846958,9,2,661,1,9,-0.9976840068139475
S04,W040,unrelated,control,0.0326171911239126,7,105,595,1,14,0.6559358939826502
S04,W041,related,control,2.768124509357714,4,91,411,1,19,2.3095557947792478
S04,W042,unrelated,control,-2.051321246725728,8,79,770,1,7,-1.6591319671325866
S04,W043,related,control,-0.4642735130186097,7,67,678,0,12,-0.005512066335988933
S04,W044,unrelated,control,-0.074692481078299,5,29,794,1,11,-0.33623604649530847
S04,W045,related,control,-2.8603180515178988,8,63,792,1,2,-3.312751867929184
S04,W046,unrelated,control,0.2765126725847232,6,9,886,1,13,0.3252119138233306
S04,W047,related,control,0.0194756794538221,6,119,776,1,11,-0.33623604649530847
S04,W048,unrelated,control,0.9901168140194688,6,4,451,1,13,0.3252119138233306
S04,W049,related,control,1.4263582067643383,5,40,610,1,18,1.9788318146199282
S04,W050,unrelated,control,0.2830487228263371,5,27,520,1,16,1.3173838543012892
S04,W051,related,control,0.2912642538060146,5,61,588,1,11,-0.33623604649530847
S04,W052,unrelated,control,0.2221144455622858,6,38,746,1,14,0.6559358939826502
S04,W053,related,control,1.5099166560295276,5,28,646,1,13,0.3252119138233306
S04,W054,unrelated,control,-0.4557117009268119,7,77,711,1,10,-0.666960026654628
S04,W055,related,control,-0.8565905568902926,6,13,1255,1,11,-0.33623604649530847
S04,W056,unrelated,control,-1.5572563778362285,6,89,824,1,8,-1.328407986973267
S04,W057,related,control,-0.9059093384605884,8,52,640,1,9,-0.9976840068139475
S04,W058,unrelated,control,-1.6486942190789142,6,59,613,1,9,-0.9976840068139475
S04,W059,related,control,-0.3001634484294758,6,113,525,1,12,-0.005512066335988933
S04,W060,unrelated,control,-0.4724816193194414,5,80,638,1,12,-0.005512066335988933
S04,W061,related,control,1.7395844656453046,5,31,852,1,19,2.3095557947792478
S04,W062,unrelated,control,1.148113333746188,7,48,698,1,15,0.9866598741419697
S04,W063,related,control,0.0350906934612753,6,41,577,1,15,0.9866598741419697
S04,W064,unrelated,control,1.1068512013196057,4,24,570,1,14,0.6559358939826502
S04,W065,related,control,-0.29377833954959,5,42,558,1,11,-0.33623604649530847
S04,W066,unrelated,control,-0.8621267483079921,6,100,620,1,11,-0.33623604649530847
S04,W067,related,control,-0.8004905870752745,5,87,757,1,9,-0.9976840068139475
S04,W068,unrelated,control,-0.6822716459168946,6,93,593,0,11,-0.33623604649530847
S04,W069,related,control,-2.306145484861042,8,30,1044,1,6,-1.9898559472919062
S04,W070,unrelated,control,-0.4692453518743268,6,76,727,1,10,-0.666960026654628
S04,W071,related,control,-0.7186668647491127,7,47,604,1,13,0.3252119138233306
S04,W072,unrelated,control,-1.8666945779672184,6,58,1159,1,8,-1.328407986973267
S04,W073,related,control,0.891632901440497,6,23,679,1,15,0.9866598741419697
S04,W074,unrelated,control,0.0035851005184451,7,20,715,1,13,0.3252119138233306
S04,W075,related,control,-0.8296935917886239,8,11,678,1,11,-0.33623604649530847
S04,W076,unrelated,control,0.0063453267125901,6,90,756,1,11,-0.33623604649530847
S04,W077,related,control,-1.3756874142011304,6,107,593,1,7,-1.6591319671325866
S04,W078,unrelated,control,-1.493333612226836,10,101,708,1,8,-1.328407986973267
S04,W079,related,control,0.1139469950564595,6,117,753,1,10,-0.666960026654628
S04,W080,unrelated,control,0.4102184004835469,4,25,374,1,14,0.6559358939826502
S04,W081,related,control,1.1191925348290213,6,60,646,1,17,1.6481078344606088
S04,W082,unrelated,control,-0.0322703529262462,6,82,741,1,11,-0.33623604649530847
S04,W083,related,control,0.1654914468887871,7,53,851,1,14,0.6559358939826502
S04,W084,unrelated,control,0.8719147743400757,7,81,652,1,12,-0.005512066335988933
S04,W085,related,control,-0.8790583874314196,7,95,586,1,13,0.3252119138233306
S04,W086,unrelated,control,-0.7905740078936522,7,112,649,1,8,-1.328407986973267
S04,W087,related,control,0.5846936512450975,6,66,406,1,12,-0.005512066335988933
S04,W088,unrelated,control,-0.8247875085796271,5,54,622,1,9,-0.9976840068139475
S04,W089,related,control,-1.4798537261722209,8,1,597,1,10,-0.666960026654628
S04,W090,unrelated,control,-0.5298687768050517,7,6,622,1,10,-0.666960026654628
S04,W091,related,control,0.0199958773569514,6,21,618,1,13,0.3252119138233306
S04,W092,unrelated,control,0.8827875457824161,5,69,776,1,16,1.3173838543012892
S04,W093,related,control,-0.3951162220036792,6,92,520,1,11,-0.33623604649530847
S04,W094,unrelated,control,-0.2729766410664055,6,8,672,1,14,0.6559358939826502
S04,W095,related,control,-0.8951685051880719,8,110,775,1,9,-0.9976840068139475
S04,W096,unrelated,control,-0.4092407736087192,8,35,1129,1,11,-0.33623604649530847
S04,W097,related,control,-0.0617302306989816,5,62,788,1,13,0.3252119138233306
S04,W098,unrelated,control,-0.148276360874164,7,49,484,1,12,-0.005512066335988933
S04,W099,related,control,-0.5593352549066585,6,120,617,1,11,-0.33623604649530847
S04,W100,unrelated,control,0.942231995983134,6,7,875,1,14,0.6559358939826502
S04,W101,related,control,-0.4764940879555429,6,97,809,0,11,-0.33623604649530847
S04,W102,unrelated,control,0.2909020541309749,6,103,594,1,12,-0.005512066335988933
S04,W103,related,control,-0.5886379098238127,8,78,733,1,9,-0.9976840068139475
S04,W104,unrelated,control,-0.1214698405936154,5,56,428,1,11,-0.33623604649530847
S04,W105,related,control,0.9039757269248688,7,3,695,1,16,1.3173838543012892
S04,W106,unrelated,control,0.9500663306709668,5,39,877,1,14,0.6559358939826502
S04,W107,related,control,-0.1048038833831658,7,102,707,1,14,0.6559358939826502
S04,W108,unrelated,control,1.0859079831560388,6,72,515,1,17,1.6481078344606088
S04,W109,related,control,1.4716210444039308,4,32,610,1,16,1.3173838543012892
S04,W110,unrelated,control,-0.6985479929330615,5,94,1092,1,12,-0.005512066335988933
S04,W111,related,control,0.0810520811925241,6,64,857,1,12,-0.005512066335988933
S04,W112,unrelated,control,-0.9707136954003068,6,15,747,1,12,-0.005512066335988933
S04,W113,related,control,0.3016402314525866,7,111,507,1,12,-0.005512066335988933
S04,W114,unrelated,control,0.2964810364202688,6,65,652,1,13,0.3252119138233306
S04,W115,related,control,0.9454197977241208,5,33,573,1,14,0.6559358939826502
S04,W116,unrelated,control,0.5722667365127202,5,98,578,1,13,0.3252119138233306
S04,W117,related,control,-0.3562583501967622,6,51,1008,1,12,-0.005512066335988933
S04,W118,unrelated,control,0.9249426975480984,4,104,484,1,14,0.6559358939826502
S04,W119,related,control,-0.2589413440745218,7,86,861,1,12,-0.005512066335988933
S04,W120,unrelated,control,-1.6613676983867645,7,10,621,1,7,-1.6591319671325866
S05,W001,unrelated,control,-0.9139392237197596,6,93,448,0,8,-1.328407986973267
S05,W002,related,control,0.1358238092024783,6,77,318,0,15,0.9866598741419697
S05,W003,unrelated,control,0.0968317689390009,5,91,386,1,13,0.3252119138233306
S05,W004,related,control,-1.3047661789528002,8,78,445,0,8,-1.328407986973267
S05,W005,unrelated,control,0.4824205120703297,7,120,601,1,15,0.9866598741419697
S05,W006,related,control,1.5453446713553585,5,12,513,1,18,1.9788318146199282
S05,W007,unrelated,control,-0.6150774716989514,7,111,773,0,8,-1.328407986973267
S05,W008,related,control,0.7371741115453434,5,74,596,0,14,0.6559358939826502
S05,W009,unrelated,control,0.4367971257492582,5,67,345,1,16,1.3173838543012892
S05,W010,related,control,0.5628372917200654,4,53,337,1,15,0.9866598741419697
S05,W011,unrelated,control,0.0928637611052042,5,117,486,1,16,1.3173838543012892
S05,W012,related,control,-1.017174296547943,7,8,545,1,5,-2.3205799274512255
S05,W013,unrelated,control,-0.1757199187168372,5,36,531,1,13,0.3252119138233306
S05,W014,related,control,-0.4670875917863192,7,105,506,1,10,-0.666960026654628
S05,W015,unrelated,control,0.6376366034140181,4,16,720,1,13,0.3252119138233306
S05,W016,related,control,0.4758777000006875,6,83,339,1,15,0.9866598741419697
S05,W017,unrelated,control,-1.1004086247447586,7,80,663,0,10,-0.666960026654628
S05,W018,related,control,-0.0732480440826994,5,62,447,1,11,-0.33623604649530847
S05,W019,unrelated,control,0.8377763169382735,5,89,638,1,17,1.6481078344606088
S05,W020,related,control,-0.10953246691453,6,50,288,1,13,0.3252119138233306
S05,W021,unrelated,control,0.1653741913649934,6,18,560,1,11,-0.33623604649530847
S05,W022,related,control,-1.5613246312784643,7,13,656,1,7,-1.6591319671325866
S05,W023,unrelated,control,1.5516882128257177,4,114,422,1,18,1.9788318146199282
S05,W024,related,control,0.6676736601563552,6,29,547,1,15,0.9866598741419697
S05,W025,unrelated,control,-1.1003524346233824,6,63,712,1,9,-0.9976840068139475
S05,W026,related,control,1.2547311434192785,5,35,582,0,15,0.9866598741419697
S05,W027,unrelated,control,0.2511535240099482,6,58,910,1,11,-0.33623604649530847
S05,W028,related,control,-0.4744448584528069,6,11,531,1,10,-0.666960026654628
S05,W029,unrelated,control,-0.034955592045138,6,23,497,1,11,-0.33623604649530847
S05,W030,related,control,-1.2168271291729122,6,27,417,1,9,-0.9976840068139475
S05,W031,unrelated,control,0.714619446660419,5,82,703,0,14,0.6559358939826502
S05,W032,related,control,-1.3165830605078477,6,107,441,1,10,-0.666960026654628
S05,W033,unrelated,control,-0.21523491523936,7,95,475,1,12,-0.005512066335988933
S05,W034,related,control,-0.8773992307693209,5,26,378,1,10,-0.666960026654628
S05,W035,unrelated,control,-0.5296422482991268,8,17,761,1,11,-0.33623604649530847
S05,W036,related,control,-0.1884520533183292,7,64,340,0,13,0.3252119138233306
S05,W037,unrelated,control,-1.1890454200315383,10,106,641,1,9,-0.9976840068139475
S05,W038,related,control,0.956289262928874,5,109,436,1,16,1.3173838543012892
S05,W039,unrelated,control,-1.409803501846958,9,39,481,1,9,-0.9976840068139475
S05,W040,related,control,0.0326171911239126,7,55,497,1,14,0.6559358939826502
S05,W041,unrelated,control,2.768124509357714,4,32,318,1,19,2.3095557947792478
S05,W042,related,control,-2.051321246725728,8,46,483,0,7,-1.6591319671325866
S05,W043,unrelated,control,-0.4642735130186097,7,103,622,0,12,-0.005512066335988933
S05,W044,related,control,-0.074692481078299,5,88,418,1,11,-0.33623604649530847
S05,W045,unrelated,control,-2.8603180515178988,8,60,927,1,2,-3.312751867929184
S05,W046,related,control,0.2765126725847232,6,61,393,1,13,0.3252119138233306
S05,W047,unrelated,control,0.0194756794538221,6,94,730,1,11,-0.33623604649530847
S05,W048,related,control,0.9901168140194688,6,86,377,1,13,0.3252119138233306
S05,W049,unrelated,control,1.4263582067643383,5,102,533,1,18,1.9788318146199282
S05,W050,related,control,0.2830487228263371,5,84,428,1,16,1.3173838543012892
S05,W051,unrelated,control,0.2912642538060146,5,6,478,1,11,-0.33623604649530847
S05,W052,related,control,0.2221144455622858,6,25,449,1,14,0.6559358939826502
S05,W053,unrelated,control,1.5099166560295276,5,112,465,1,13,0.3252119138233306
S05,W054,related,control,-0.4557117009268119,7,96,463,0,10,-0.666960026654628
S05,W055,unrelated,control,-0.8565905568902926,6,98,856,1,11,-0.33623604649530847
S05,W056,related,control,-1.5572563778362285,6,75,545,1,8,-1.328407986973267
S05,W057,unrelated,control,-0.9059093384605884,8,90,711,1,9,-0.9976840068139475
S05,W058,related,control,-1.6486942190789142,6,118,344,1,9,-0.9976840068139475
S05,W059,unrelated,control,-0.3001634484294758,6,2,531,1,12,-0.005512066335988933
S05,W060,related,control,-0.4724816193194414,5,42,401,1,12,-0.005512066335988933
S05,W061,unrelated,control,1.7395844656453046,5,57,470,1,19,2.3095557947792478
S05,W062,related,control,1.148113333746188,7,14,298,1,15,0.9866598741419697
S05,W063,unrelated,control,0.0350906934612753,6,3,510,1,15,0.9866598741419697
S05,W064,related,control,1.1068512013196057,4,66,369,1,14,0.6559358939826502
S05,W065,unrelated,control,-0.29377833954959,5,92,446,1,11,-0.33623604649530847
S05,W066,related,control,-0.8621267483079921,6,99,381,1,11,-0.33623604649530847
S05,W067,unrelated,control,-0.8004905870752745,5,87,624,1,9,-0.9976840068139475
S05,W068,related,control,-0.6822716459168946,6,10,340,1,11,-0.33623604649530847
S05,W069,unrelated,control,-2.306145484861042,8,22,966,0,6,-1.9898559472919062
S05,W070,related,control,-0.4692453518743268,6,49,361,1,10,-0.666960026654628
S05,W071,unrelated,control,-0.7186668647491127,7,7,568,1,13,0.3252119138233306
S05,W072,related,control,-1.8666945779672184,6,70,689,1,8,-1.328407986973267
S05,W073,unrelated,control,0.891632901440497,6,69,682,1,15,0.9866598741419697
S05,W074,related,control,0.0035851005184451,7,1,441,0,13,0.3252119138233306
S05,W075,unrelated,control,-0.8296935917886239,8,33,512,1,11,-0.33623604649530847
S05,W076,related,control,0.0063453267125901,6,54,380,1,11,-0.33623604649530847
S05,W077,unrelated,control,-1.3756874142011304,6,45,479,1,7,-1.6591319671325866
S05,W078,related,control,-1.493333612226836,10,30,550,1,8,-1.328407986973267
S05,W079,unrelated,control,0.1139469950564595,6,73,624,1,10,-0.666960026654628
S05,W080,related,control,0.4102184004835469,4,24,251,1,14,0.6559358939826502
S05,W081,unrelated,control,1.1191925348290213,6,85,461,1,17,1.6481078344606088
S05,W082,related,control,-0.0322703529262462,6,56,366,1,11,-0.33623604649530847
S05,W083,unrelated,control,0.1654914468887871,7,47,858,1,14,0.6559358939826502
S05,W084,related,control,0.8719147743400757,7,113,444,1,12,-0.005512066335988933
S05,W085,unrelated,control,-0.8790583874314196,7,44,452,1,13,0.3252119138233306
S05,W086,related,control,-0.7905740078936522,7,116,422,1,8,-1.328407986973267
S05,W087,unrelated,control,0.5846936512450975,6,20,336,1,12,-0.005512066335988933
S05,W088,related,control,-0.8247875085796271,5,9,420,1,9,-0.9976840068139475
